Installed Asset Serial Number,Ticket Number,Title,Installed Asset,Status,Resources,Client,Total Hours Worked,Contract,Priority,Created,Due,Billed Hours,Classification,Queue,Role
5CD8471ZBK,T20220913.0445,HP Chromebook 14 G5 4GB/16GB,HP Chromebook 14 G5 4GB/16GB,Waiting Repair,,School District of Quakertown Community,0.00,,Low,09/13/2022 01:02 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
763B0X2,T20220913.0446,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,Waiting Repair,,School District of Homer 33C,0.00,Homer - ADP - Dell 3100,Low,09/13/2022 01:02 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P209J9GJ,T20220913.0447,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Waiting Repair,,School District of Muskego-Norway,0.00,Muskego - ADP - Lenovo 100e,Low,09/13/2022 01:03 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8WAA003119277BA7611,T20220913.0448,Acer C733T-C962 N4020 - 4GB/32GB,Acer C733T-C962 N4020 - 4GB/32GB,Waiting Repair,,School District of Big Hollow 38,0.00,Big Hollow - ADP - Acer C733T - NO DED,Low,09/13/2022 01:03 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
HS4LQV2,T20220913.0449,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,Dell 3100 Chromebook N4000 - 4GB/16GB - 1 USB Port,Waiting Pickup,,School District of Madison Metropolitan,0.00,Madison - ADP - Dell 3100 - BATT INCLUDED,Low,09/13/2022 01:03 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA0029221C6D47600,T20220913.0450,Acer C733-C37P N4000 - 4GB/32GB,Acer C733-C37P N4000 - 4GB/32GB,Waiting Repair,,School District of Burlington,0.00,Burlington - ADP - Acer C733 - 22-23,Low,09/13/2022 01:04 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA002922216477600,T20220913.0451,Acer C733-C37P N4000 - 4GB/32GB,Acer C733-C37P N4000 - 4GB/32GB,Waiting Repair,,School District of Burlington,0.00,Burlington - ADP - Acer C733 - 22-23,Low,09/13/2022 01:05 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
PF2YVL1D,T20220913.0452,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Single Camera,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Single Camera,Waiting Pickup,,School District of Greendale,0.00,Greendale - ADP - Lenovo 300e G2 - $100,Low,09/13/2022 01:05 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA00292221A957600,T20220913.0453,Acer C733-C37P N4000 - 4GB/32GB,Acer C733-C37P N4000 - 4GB/32GB,Repaired,"Nadolny, Thomas (primary) | Sanchez, Rolando",School District of Burlington,0.67,Burlington - ADP - Acer C733 - 22-23,Low,09/13/2022 01:07 PM,09/26/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
5VZ3YD3,T20220913.0454,Dell 3100 N4020 2-in-1 - 4GB/32GB - Dual Camera,Dell 3100 N4020 2-in-1 - 4GB/32GB - Dual Camera,Waiting Pickup,,School District of Green Bay,0.00,Green Bay - ADP - Dell 3100 - $100,Low,09/13/2022 01:08 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD020D9VV,T20220913.0455,HP 11a G8 EE A4 - 4GB/16GB,HP 11a G8 EE A4 - 4GB/16GB,Repaired,"Vue, Ricky (primary)",School District of Monona Grove,0.78,Monona - ADP - HP 11a G8 EE,Low,09/13/2022 01:09 PM,09/26/2022 11:00 PM,0.78,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH8VAA002923030227600,T20220913.0456,Acer C733-C37P N4000 - 4GB/32GB,Acer C733-C37P N4000 - 4GB/32GB,Repaired,"Pham, Paul (primary) | Sanchez, Rolando",School District of Burlington,0.92,Burlington - ADP - Acer C733 - 22-23,Low,09/13/2022 01:10 PM,09/26/2022 11:00 PM,0.92,ChromeCare Client,Client Portal,Client Service Engineer L1
PF2QFVL9,T20220913.0457,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Repaired,"Rademan, Zachary (primary)",School District of Bradley Bourbonnais 307,0.75,Bradley - ADP - Lenovo 100e G2 N4020,Low,09/13/2022 01:11 PM,09/26/2022 11:00 PM,0.75,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH8VAA00292221D347600,T20220913.0458,Acer C733-C37P N4000 - 4GB/32GB,Acer C733-C37P N4000 - 4GB/32GB,Waiting Repair,,School District of Burlington,0.00,Burlington - ADP - Acer C733 - 22-23,Low,09/13/2022 01:12 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA002922214667600,T20220913.0459,Acer C733-C37P N4000 - 4GB/32GB,Acer C733-C37P N4000 - 4GB/32GB,Repaired,"Wardeh, Abdu (primary)",School District of Burlington,0.75,Burlington - ADP - Acer C733 - 22-23,Low,09/13/2022 01:12 PM,09/26/2022 11:00 PM,0.75,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPWAA0021042DF777611,T20220913.0460,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Repaired,"Rodriguez, Juan (primary)",School District of Lemont 210,0.83,Lemont - ADP - Acer R752T - $100,Low,09/13/2022 01:14 PM,09/26/2022 11:00 PM,0.83,ChromeCare Client,Client Portal,Client Service Engineer L1
L6NXCV20X127264,T20220913.0461,Asus C204 EE N4000 - 4GB/32GB,Asus C204 EE N4000 - 4GB/32GB,Waiting Pickup,,School District of Jersey 100,0.00,Jersey - ADP - Asus C204,Low,09/13/2022 01:15 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
MP1V1P9F,T20220913.0462,Lenovo 100e Gen 2 A4,Lenovo 100e Gen 2 A4,Repaired,"Espinoza, Miguel (primary)",School District of Medford,0.58,Medford - ADP - Lenovo 100e G2,Low,09/13/2022 01:16 PM,09/26/2022 11:00 PM,0.58,ChromeCare Client,Client Portal,Client Service Engineer L1
MP1V1MZW,T20220913.0463,Lenovo 100e Gen 2 A4,Lenovo 100e Gen 2 A4,Repaired,"Espinoza, Miguel (primary)",School District of Medford,0.42,Medford - ADP - Lenovo 100e G2,Low,09/13/2022 01:16 PM,09/26/2022 11:00 PM,0.42,ChromeCare Client,Client Portal,Client Service Engineer L1
34XYQM3,T20220913.0464,Dell 3100 N4020 - 4GB/32GB - 2 USB Port,Dell 3100 N4020 - 4GB/32GB - 2 USB Port,Complete,"Clarke, Wellin (primary)",School District of Canal Winchester,1.67,Canal Winchester - ADP - Dell 3100,Low,09/13/2022 01:18 PM,09/26/2022 11:00 PM,1.67,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH8VAA002922220347600,T20220913.0465,Acer C733-C37P N4000 - 4GB/32GB,Acer C733-C37P N4000 - 4GB/32GB,Waiting Repair,,School District of Burlington,0.00,Burlington - ADP - Acer C733 - 22-23,Low,09/13/2022 01:21 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P209VX2L,T20220913.0466,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Waiting Repair,,Lourdes Academy,0.00,Lourdes - ADP - Lenovo 100e G2 Intel ,Low,09/13/2022 01:21 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P209VXKT,T20220913.0467,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Waiting Repair,,Lourdes Academy,0.00,Lourdes - ADP - Lenovo 100e G2 Intel ,Low,09/13/2022 01:21 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA002922236BC7600,T20220913.0468,Acer C733-C37P N4000 - 4GB/32GB,Acer C733-C37P N4000 - 4GB/32GB,Waiting Repair,,School District of Burlington,0.00,Burlington - ADP - Acer C733 - 22-23,Low,09/13/2022 01:21 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P209VX6F,T20220913.0469,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Repaired,"Fox, Matthew (primary)",Lourdes Academy,0.25,Lourdes - ADP - Lenovo 100e G2 Intel ,Low,09/13/2022 01:21 PM,09/26/2022 11:00 PM,0.25,ChromeCare Client,Client Portal,Client Service Engineer L1
P209VX63,T20220913.0470,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Repaired,"Yan, Jerry (primary)",Lourdes Academy,0.75,Lourdes - ADP - Lenovo 100e G2 Intel ,Low,09/13/2022 01:21 PM,09/26/2022 11:00 PM,0.75,ChromeCare Client,Client Portal,Client Service Engineer L1
P209VWX3,T20220913.0471,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Waiting Repair,,Lourdes Academy,0.00,Lourdes - ADP - Lenovo 100e G2 Intel ,Low,09/13/2022 01:21 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P209VPGN,T20220913.0472,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Lenovo 100e Gen 2 N4020 - 4GB/32GB,Waiting Repair,,Lourdes Academy,0.00,Lourdes - ADP - Lenovo 100e G2 Intel ,Low,09/13/2022 01:21 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA006043129597611,T20220913.0473,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Repaired,"Sanchez, Rolando (primary)",School District of Oshkosh,0.50,Oshkosh - ADP - Acer C733,Low,09/13/2022 01:22 PM,09/26/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
L6NXCV08S04424A,T20220913.0474,Asus C204 EE N4000 - 4GB/32GB,Asus C204 EE N4000 - 4GB/32GB,Waiting Pickup,,School District of Jersey 100,0.00,Jersey - ADP - Asus C204,Low,09/13/2022 01:22 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD020D8H8,T20220913.0475,HP 11a G8 EE A4 - 4GB/16GB,HP 11a G8 EE A4 - 4GB/16GB,Waiting Repair,,School District of Monona Grove,0.00,Monona - ADP - HP 11a G8 EE,Low,09/13/2022 01:23 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA006039309A17611,T20220913.0476,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Pickup,,School District of De Forest,0.00,De Forest - ADP - Acer C733,Low,09/13/2022 01:24 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA00292302E537600,T20220913.0477,Acer C733-C37P N4000 - 4GB/32GB,Acer C733-C37P N4000 - 4GB/32GB,Waiting Repair,,School District of Burlington,0.00,Burlington - ADP - Acer C733 - 22-23,Low,09/13/2022 01:24 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA002922215807600,T20220913.0478,Acer C733-C37P N4000 - 4GB/32GB,Acer C733-C37P N4000 - 4GB/32GB,Waiting Repair,,School District of Burlington,0.00,Burlington - ADP - Acer C733 - 22-23,Low,09/13/2022 01:25 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
L7NXCV00J16827F,T20220913.0479,Asus C204 EE N4000 - 4GB/32GB,Asus C204 EE N4000 - 4GB/32GB,Waiting Pickup,,School District of Jersey 100,0.00,Jersey - ADP - Asus C204,Low,09/13/2022 01:25 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD0207FLZ,T20220913.0480,HP 11a G8 EE A4 - 4GB/16GB,HP 11a G8 EE A4 - 4GB/16GB,Repaired,"Rademan, Zachary (primary)",School District of Monona Grove,0.50,Monona - ADP - HP 11a G8 EE,Low,09/13/2022 01:26 PM,09/26/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
NXH8VAA002922238047600,T20220913.0481,Acer C733-C37P N4000 - 4GB/32GB,Acer C733-C37P N4000 - 4GB/32GB,In Progress,"Vassel, Spencer (primary)",School District of Burlington,1.77,Burlington - ADP - Acer C733 - 22-23,Low,09/13/2022 01:28 PM,09/26/2022 11:00 PM,1.77,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD921B7W5,T20220913.0482,HP Chromebook 11 G7 EE 4GB/32GB,HP Chromebook 11 G7 EE 4GB/32GB,Waiting Pickup,,School District of Kimberly,0.00,Kimberly - ADP - HP 11 G7 EE,Low,09/13/2022 01:28 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD0207RYK,T20220913.0483,HP 11a G8 EE A4 - 4GB/16GB,HP 11a G8 EE A4 - 4GB/16GB,Repaired,"Rademan, Zachary (primary)",School District of Monona Grove,0.25,Monona - ADP - HP 11a G8 EE,Low,09/13/2022 01:30 PM,09/26/2022 11:00 PM,0.25,ChromeCare Client,Client Portal,Client Service Engineer L1
P208EXTK,T20220913.0484,Lenovo 100e Gen 2 A4,Lenovo 100e Gen 2 A4,Waiting Pickup,,School District of Eaton Community,0.00,Eaton - ADP - Lenovo 100e Gen 2 A4,Low,09/13/2022 01:30 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD1083CS8,T20220913.0485,HP 11 G8 EE N4020 - 4GB/32GB,HP 11 G8 EE N4020 - 4GB/32GB,Complete,"Julsrud, Matthew (primary)",School District of Stoughton,0.00,Stoughton - ADP - HP 11 G8 EE,Low,09/13/2022 01:31 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD9025TG0,T20220913.0486,HP Chromebook 11 G6 EE 4GB/16GB,HP Chromebook 11 G6 EE 4GB/16GB,In Progress,"Koch, Joshua (primary)",School District of Stoughton,0.37,Stoughton - ADP - HP 11 G6 EE,Low,09/13/2022 01:31 PM,09/26/2022 11:00 PM,0.37,ChromeCare Client,Client Portal,Client Service Engineer L1
P2061EG7,T20220913.0487,Lenovo 500e Gen 2 N4100 - 4GB/32GB,Lenovo 500e Gen 2 N4100 - 4GB/32GB,Waiting Pickup,,School District of Greendale,0.00,Greendale - ADP - Lenovo 500e G2 - $100,Low,09/13/2022 01:32 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
4K9N9FFR204855K,T20220913.0488,Samsung 4+ N4020 - 4GB/32GB,Samsung 4+ N4020 - 4GB/32GB,Waiting Pickup,,Belpre City Schools,0.00,Belpre - ADP - Samsung 4 - TH,Low,09/13/2022 01:32 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P2047K0F,T20220913.0489,Lenovo 100e Chromebook,Lenovo 100e Chromebook,Waiting Pickup,,School District of Green Lake,0.00,Green Lake - ADP - Lenovo 100e,Low,09/13/2022 01:33 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
PF2PFX9Q,T20220913.0490,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Waiting Pickup,,School District of Green Bay,0.00,Green Bay - ADP - Lenovo 300e Gen 2 N4020 - $100,Low,09/13/2022 01:34 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD1083XYH,T20220913.0491,HP 11 G8 EE N4020 - 4GB/32GB,HP 11 G8 EE N4020 - 4GB/32GB,Repaired,"Rademan, Zachary (primary)",School District of Monona Grove,0.50,Monona - ADP - HP 11a G8 EE,Low,09/13/2022 01:34 PM,09/26/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHQFAA00314500D627600,T20220913.0492,Acer C871T-C8X5 5205U - 8GB/64GB,Acer C871T-C8X5 5205U - 8GB/64GB,Waiting Repair,,School District of Big Hollow 38,0.00,Big Hollow - ADP - Acer C871T - NO DED,Low,09/13/2022 01:34 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXHPWAA0021042A69F7611,T20220913.0493,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Waiting Repair,,School District of Lemont 210,0.00,Lemont - ADP - Acer R752T - $100,Low,09/13/2022 01:35 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXHPWAA0021042DD3A7611,T20220913.0494,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Repaired,"Rosas-Soto, Alejandro (primary)",School District of Lemont 210,0.67,Lemont - ADP - Acer R752T - $100,Low,09/13/2022 01:35 PM,09/26/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPWAA0021042C75E7611,T20220913.0495,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Repaired,"Guerrero, Saul (primary)",School District of Lemont 210,0.67,Lemont - ADP - Acer R752T - $100,Low,09/13/2022 01:35 PM,09/26/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD0207FH1,T20220913.0496,HP 11a G8 EE A4 - 4GB/16GB,HP 11a G8 EE A4 - 4GB/16GB,Repaired,"Espinoza, Miguel (primary)",School District of Monona Grove,0.42,Monona - ADP - HP 11a G8 EE,Low,09/13/2022 01:36 PM,09/26/2022 11:00 PM,0.42,ChromeCare Client,Client Portal,Client Service Engineer L1
P2061E51,T20220913.0497,Lenovo 500e Gen 2 N4100 - 4GB/32GB,Lenovo 500e Gen 2 N4100 - 4GB/32GB,Waiting Pickup,,School District of Greendale,0.00,Greendale - ADP - Lenovo 500e G2 - $100,Low,09/13/2022 01:38 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXH8VAA0060413678A7611,T20220913.0498,Acer C733-C5AS N4020 - 4GB/32GB,Acer C733-C5AS N4020 - 4GB/32GB,Waiting Pickup,,School District of Kankakee 111,0.00,Kankakee - ADP - Acer C733,Low,09/13/2022 01:41 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXGPZAA00180701CA57600,T20220913.0499,Acer Spin R751T-C4XP Chromebook,Acer Spin R751T-C4XP Chromebook,Waiting Repair,,School District of Oak Lawn Hometown 123,0.00,Oak Lawn - ADP - Acer R751T - NO DED - 22-23,Low,09/13/2022 01:42 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD023B6FZ,T20220913.0500,HP 11a G8 EE A4 - 4GB/16GB,HP 11a G8 EE A4 - 4GB/16GB,Repaired,"Rademan, Zachary (primary)",School District of Monona Grove,0.50,Monona - ADP - HP 11a G8 EE,Low,09/13/2022 01:42 PM,09/26/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPWAA0021101187B7611,T20220913.0501,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Repaired,"Guerrero, Saul (primary)",School District of Lemont-Bromberek 113A,1.00,Lemont 113A - ADP - Acer R752T - $100,Low,09/13/2022 01:43 PM,09/26/2022 11:00 PM,1.00,ChromeCare Client,Client Portal,Client Service Engineer L1
NXHPWAA002110117C37611,T20220913.0502,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Repaired,"Guerrero, Saul (primary)",School District of Lemont-Bromberek 113A,0.50,Lemont 113A - ADP - Acer R752T - $100,Low,09/13/2022 01:43 PM,09/26/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
PF2P54S7,T20220913.0503,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Lenovo 300e Gen 2 N4020 - 4GB/32GB - Dual Camera,Waiting Pickup,,School District of Green Bay,0.00,Green Bay - ADP - Lenovo 300e Gen 2 N4020 - $100,Low,09/13/2022 01:44 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
P2061DTN,T20220913.0504,Lenovo 500e Gen 2 N4100 - 4GB/32GB,Lenovo 500e Gen 2 N4100 - 4GB/32GB,Waiting Pickup,,School District of Greendale,0.00,Greendale - ADP - Lenovo 500e G2 - $100,Low,09/13/2022 01:44 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD0207G9C,T20220913.0505,HP 11a G8 EE A4 - 4GB/16GB,HP 11a G8 EE A4 - 4GB/16GB,Waiting Repair,,School District of Monona Grove,0.00,Monona - ADP - HP 11a G8 EE,Low,09/13/2022 01:46 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXHPWAA002110205A57611,T20220913.0506,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Acer R752T-C3M5 N4020 - 4GB/32GB - No Stylus,Waiting Parts,"Eslit, Arnd (primary)",School District of Lemont-Bromberek 113A,0.50,Lemont 113A - ADP - Acer R752T - $100,Low,09/13/2022 01:47 PM,09/26/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
NXGPZAA001811068847600,T20220913.0507,Acer Spin R751T-C4XP Chromebook,Acer Spin R751T-C4XP Chromebook,Waiting Repair,,School District of Oak Lawn Hometown 123,0.00,Oak Lawn - ADP - Acer R751T - NO DED - 22-23,Low,09/13/2022 01:48 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
5CD020D8L9,T20220913.0508,HP 11a G8 EE A4 - 4GB/16GB,HP 11a G8 EE A4 - 4GB/16GB,Repaired,"Eslit, Arnd (primary)",School District of Monona Grove,0.33,Monona - ADP - HP 11a G8 EE,Low,09/13/2022 01:49 PM,09/26/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
P2060BAE,T20220913.0509,Lenovo 500e Gen 2 N4100 - 4GB/32GB,Lenovo 500e Gen 2 N4100 - 4GB/32GB,Waiting Pickup,,School District of Greendale,0.00,Greendale - ADP - Lenovo 500e G2 - $100,Low,09/13/2022 01:49 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
NXA6UAA0011212AFE67600,T20220913.0510,Acer C722-K4CN MTK8183 - 4GB/32GB,Acer C722-K4CN MTK8183 - 4GB/32GB,Waiting Repair,,School District of Oconomowoc,0.00,Oconomowoc - ADP - Acer C722 - TH ,Low,09/13/2022 01:50 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
YX01ZZ0V,T20220913.0511,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Repaired,"Rodriguez, Juan (primary)",School District of Beach Park 3,0.58,Beach Park - ADP - Lenovo 100e G2,Low,09/13/2022 01:51 PM,09/26/2022 11:00 PM,0.58,ChromeCare Client,Client Portal,Client Service Engineer L1
YX01RN76,T20220913.0512,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Repaired,"Rodriguez, Juan (primary)",School District of Beach Park 3,0.50,Beach Park - ADP - Lenovo 100e G2,Low,09/13/2022 01:51 PM,09/26/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
YX0209PX,T20220913.0513,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Repaired,"Eslit, Arnd (primary)",School District of Beach Park 3,0.42,Beach Park - ADP - Lenovo 100e G2,Low,09/13/2022 01:51 PM,09/26/2022 11:00 PM,0.42,ChromeCare Client,Client Portal,Client Service Engineer L1
MP1X33E7,T20220913.0514,Lenovo 100e Gen 2 A4,Lenovo 100e Gen 2 A4,Repaired,"Espinoza, Miguel (primary)",School District of Beach Park 3,0.42,Beach Park - ADP - Lenovo 100e G2,Low,09/13/2022 01:51 PM,09/26/2022 11:00 PM,0.42,ChromeCare Client,Client Portal,Client Service Engineer L1
YX0203CP,T20220913.0515,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Repaired,"Espinoza, Miguel (primary)",School District of Beach Park 3,0.33,Beach Park - ADP - Lenovo 100e G2,Low,09/13/2022 01:51 PM,09/26/2022 11:00 PM,0.33,ChromeCare Client,Client Portal,Client Service Engineer L1
MP1X3138,T20220913.0516,Lenovo 100e Gen 2 A4,Lenovo 100e Gen 2 A4,Repaired,"Espinoza, Miguel (primary)",School District of Beach Park 3,0.58,Beach Park - ADP - Lenovo 100e G2,Low,09/13/2022 01:51 PM,09/26/2022 11:00 PM,0.58,ChromeCare Client,Client Portal,Client Service Engineer L1
YX01NR9S,T20220913.0517,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Repaired,"Rodriguez, Juan (primary)",School District of Beach Park 3,0.58,Beach Park - ADP - Lenovo 100e G2,Low,09/13/2022 01:51 PM,09/26/2022 11:00 PM,0.58,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD0207RWW,T20220913.0518,HP 11a G8 EE A4 - 4GB/16GB,HP 11a G8 EE A4 - 4GB/16GB,Waiting Repair,,School District of Monona Grove,0.00,Monona - ADP - HP 11a G8 EE,Low,09/13/2022 01:51 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,
MP1X0598,T20220913.0519,Lenovo 100e Gen 2 A4,Lenovo 100e Gen 2 A4,Repaired,"Espinoza, Miguel (primary)",School District of Beach Park 3,0.50,Beach Park - ADP - Lenovo 100e G2,Low,09/13/2022 01:52 PM,09/26/2022 11:00 PM,0.50,ChromeCare Client,Client Portal,Client Service Engineer L1
5CD020D8XB,T20220913.0520,HP 11a G8 EE A4 - 4GB/16GB,HP 11a G8 EE A4 - 4GB/16GB,Repaired,"Eslit, Arnd (primary)",School District of Monona Grove,0.67,Monona - ADP - HP 11a G8 EE,Low,09/13/2022 01:54 PM,09/26/2022 11:00 PM,0.67,ChromeCare Client,Client Portal,Client Service Engineer L1
DXCGC73,T20220913.0521,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Dell 3100 N4020 - 4GB/16GB - 1 USB Port,Waiting Repair,"Kundert, Austin (primary)",School District of Thornton Fractional 215,0.00,Thornton Fractional - ADP - Dell 3100,Low,09/13/2022 01:56 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
P204E3T5,T20220913.0522,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Lenovo 100e Gen 2 MTK8173 - 4GB/32GB,Complete,"Julsrud, Matthew (primary)",School District of Eaton Community,0.00,Eaton - ADP - Lenovo 100e Gen 2 MTK,Low,09/13/2022 01:56 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
P2061EMR,T20220913.0523,Lenovo 500e Gen 2 N4100 - 4GB/32GB,Lenovo 500e Gen 2 N4100 - 4GB/32GB,Waiting Pickup,"Julsrud, Matthew (primary)",School District of Greendale,0.00,Greendale - ADP - Lenovo 500e G2 - $100,Low,09/13/2022 01:56 PM,09/26/2022 11:00 PM,0.00,ChromeCare Client,Client Portal,Client Service Engineer L1
